"","state","sex","age","educ","race","pid7","ideo5","religion","votechoice","hispanic","know_governor","conceal","prochoice","cleanair","wall","mandmin","aca","minwage","newsint"
"3370","Florida","Female",70,"High school graduate","White","Strong Democrat","Liberal","Jewish","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Some of the time"
"3371","Delaware","Female",44,"Post-grad","White","Strong Republican","Conservative","Roman Catholic","Donald J. Trump (Republican)","No","Democrat","Oppose","Oppose","Oppose","Support","Oppose","Support","Oppose","Most of the time"
"3372","Alabama","Male",44,"4-year","White","Not very strong Democrat","Moderate","Protestant","Joe Biden (Democrat)","No","Republican","Oppose","Oppose","Support","Oppose","Oppose","Oppose","Oppose","Most of the time"
"3373","Pennsylvania","Female",40,"4-year","White","Not very strong Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Support","Support","Oppose","Support","Oppose","Some of the time"
"3374","New Jersey","Female",39,"4-year","White","Strong Democrat","Very liberal","Roman Catholic","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"3375","Ohio","Female",54,"High school graduate","White","Strong Democrat","Liberal","Nothing in particular","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Some of the time"
"3376","New Jersey","Male",37,"Post-grad","White","Strong Democrat","Liberal","Roman Catholic","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"3377","Florida","Female",41,"Post-grad",NA,"Lean Democrat","Liberal","Nothing in particular","Other","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Some of the time"
"3378","Virginia","Female",58,"High school graduate","White","Independent","Moderate","Protestant","Donald J. Trump (Republican)","No","Democrat","Support","Support","Support","Support","Support","Support","Favor","Some of the time"
"3379","Michigan","Female",77,"No HS","Hispanic","Strong Republican","Very conservative","Something else","Joe Biden (Democrat)",NA,"Democrat","Oppose","Oppose","Oppose","Oppose","Oppose","Oppose","Favor","Some of the time"
"3380","California","Female",22,"2-year","Asian","Independent","Moderate","Nothing in particular","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Support","Favor","Don't know"
"3381","Virginia","Female",64,"High school graduate","White","Not very strong Republican","Conservative","Roman Catholic","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Oppose","Support","Oppose","Only now and then"
"3382","Texas","Female",67,"Some college","Black","Not very strong Democrat","Moderate","Nothing in particular","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Oppose","Oppose","Favor","Most of the time"
"3383","Indiana","Female",61,"High school graduate","White","Not very strong Republican","Conservative","Protestant","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Support","Support","Support","Favor","Some of the time"
"3384","Iowa","Female",67,"High school graduate","White","Not very strong Republican","Moderate","Nothing in particular","Donald J. Trump (Republican)","No","Republican","Support","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"3385","Indiana","Female",64,"High school graduate","White","Strong Republican","Moderate","Nothing in particular",NA,"No","Not sure","Oppose","Oppose","Support","Support","Oppose","Oppose","Favor","Some of the time"
"3386","Kentucky","Female",70,"High school graduate","Black","Strong Democrat","Moderate","Roman Catholic","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Support","Favor","Some of the time"
"3387","Virginia","Female",38,"2-year","White","Not very strong Republican","Conservative","Nothing in particular","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Support","Support","Oppose","Most of the time"
"3388","Missouri","Female",30,"4-year","White","Lean Republican","Moderate","Protestant","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Oppose","Support","Oppose","Oppose","Some of the time"
"3389","Pennsylvania","Male",52,"Post-grad","Black","Strong Democrat","Moderate","Muslim","Joe Biden (Democrat)","No","Democrat","Support","Support","Support","Support","Support","Oppose","Favor","Most of the time"
"3390","Virginia","Male",70,"High school graduate","White","Not very strong Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Support","Support","Oppose","Most of the time"
"3391","Missouri","Male",78,"High school graduate","White","Lean Republican","Moderate","Roman Catholic","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Support","Oppose","Support","Oppose","Most of the time"
"3392","California","Female",40,"4-year","White","Strong Democrat","Very liberal","Nothing in particular","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"3393","Arkansas","Male",62,"High school graduate","White","Lean Democrat","Liberal","Atheist","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"3394","Michigan","Male",74,"No HS","White","Strong Republican","Very conservative","Eastern or Greek Orthodox","Donald J. Trump (Republican)","No","Democrat","Support","Support","Oppose","Support","Oppose","Support","Oppose","Some of the time"
"3395","Florida","Female",76,"High school graduate","White","Strong Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Support","Support","Oppose","Favor","Some of the time"
"3396","Oregon","Female",42,"2-year","White","Strong Democrat","Liberal","Nothing in particular","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"3397","New Jersey","Female",27,"4-year","White","Lean Democrat","Moderate","Nothing in particular","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Oppose","Oppose","Favor","Hardly at all"
"3398","Indiana","Female",69,"High school graduate","White","Lean Republican","Conservative","Roman Catholic","Donald J. Trump (Republican)","No","Republican","Oppose","Oppose","Support","Support","Oppose","Oppose","Oppose","Most of the time"
"3399","Washington","Male",80,"High school graduate","White","Independent","Moderate","Agnostic","Donald J. Trump (Republican)","No","Democrat","Support","Support","Oppose","Support","Oppose","Support","Oppose","Only now and then"
"3400","Colorado","Female",77,"High school graduate","White","Lean Republican","Conservative","Protestant","Donald J. Trump (Republican)","No","Democrat","Oppose","Oppose","Oppose","Support","Support","Support","Oppose","Most of the time"
"3401","Florida","Female",46,"High school graduate","White","Independent","Not sure","Roman Catholic",NA,"No","Not sure","Oppose","Oppose","Oppose","Support","Oppose","Oppose","Favor","Hardly at all"
"3402","Indiana","Female",69,"High school graduate","White","Lean Democrat","Very liberal","Roman Catholic","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"3403","Kentucky","Female",40,"2-year","White","Strong Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Democrat","Oppose","Oppose","Support","Support","Oppose","Support","Favor","Some of the time"
"3404","California","Male",64,"High school graduate","White","Strong Democrat","Moderate","Protestant","Donald J. Trump (Republican)","No","Republican","Oppose","Support","Oppose","Support","Support","Oppose","Favor","Only now and then"
"3405","Texas","Male",65,"High school graduate","White","Strong Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Support","Support","Support","Favor","Most of the time"
"3406","New York","Female",74,"High school graduate","White","Strong Republican","Very conservative","Roman Catholic","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Oppose","Support","Favor","Most of the time"
"3407","Indiana","Female",32,"4-year","White","Not very strong Democrat","Liberal","Protestant","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Some of the time"
"3408","South Dakota","Male",77,"High school graduate","White","Lean Democrat","Liberal","Protestant","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"3409","Indiana","Female",43,"Post-grad","White","Not very strong Republican","Moderate","Protestant","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"3410","Washington","Female",36,"Post-grad","White","Strong Democrat","Very liberal","Nothing in particular","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"3411","Texas","Male",41,"4-year","Asian","Strong Democrat","Moderate","Nothing in particular","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Some of the time"
"3412","Kentucky","Female",66,"High school graduate","White","Strong Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Oppose","Support","Oppose","Some of the time"
"3413","South Carolina","Male",81,"High school graduate","White","Lean Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Support","Support","Oppose","Support","Favor","Most of the time"
"3414","Nebraska","Female",66,"2-year","Black","Strong Democrat","Very liberal","Buddhist","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"3415","Illinois","Female",39,"Some college","White","Strong Democrat","Liberal","Roman Catholic","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"3416","North Carolina","Female",40,"4-year","White","Strong Republican","Conservative","Nothing in particular","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Support","Support","Favor","Some of the time"
"3417","New Jersey","Female",45,"Post-grad","White","Independent","Conservative","Roman Catholic","Joe Biden (Democrat)","No","Democrat","Support","Support","Support","Oppose","Oppose","Oppose","Favor","Some of the time"
"3418","North Carolina","Female",36,"4-year","White","Strong Democrat","Very liberal","Nothing in particular","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Some of the time"
"3419","Washington","Male",29,"4-year","White","Strong Democrat","Liberal","Protestant","Joe Biden (Democrat)","No","Democrat","Support","Oppose","Support","Oppose","Support","Oppose","Oppose","Most of the time"
"3420","Maryland","Female",38,"4-year","White","Strong Democrat","Moderate","Nothing in particular","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Don't know"
"3421","North Carolina","Male",29,"Post-grad","White","Strong Democrat","Moderate","Jewish","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
